wavenumber,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20
1100.0581,1.20956427938052,1.23073963273557,1.21200875240163,1.19695800718842,1.21888047866055,1.2282438246984,1.22518802094107,1.21145663957378,1.19902693047849,1.17646014292757,1.15770249717705,1.15268360341505,1.14000590994496,1.1360767308729,1.16141449546016,1.15374435255433,1.13134452464327,1.14013589416797,1.1505453762915,1.11186009022118
1100.9634,1.10086185865794,1.08795399664904,1.106144803495,1.098885634269,1.10087464253138,1.10137239670376,1.09720256960077,1.08585162718201,1.09698098735102,1.10799637127796,1.10515886454786,1.10891581878009,1.09707970364879,1.08890882698052,1.09740824269914,1.07348325751515,1.08155527178218,1.06272459244953,1.06677244249847,1.05977478113359
1101.8687,1.14583565788007,1.14371944529017,1.14754497865144,1.13739077550846,1.13260450142572,1.13894852008866,1.13815602764523,1.1509901078478,1.13231308827723,1.08776717619067,1.08590190202218,1.06591877567373,1.05661733089648,1.04602208496251,1.04857709064865,1.06951807602864,1.06431156070661,1.05254523888698,1.0544004049768,1.05120601978445
1102.7754,1.12951863742339,1.10558179021758,1.1001463466455,1.09517006466438,1.10188381014175,1.10807729758212,1.09931363456632,1.09604293871621,1.10224596200125,1.10634344949886,1.10426038214028,1.09188606244357,1.08462203540085,1.08305873560008,1.07827027430792,1.05086003744567,1.0632939487979,1.06450060822801,1.06662209304744,1.05298297837927
1103.6804,1.07946274097678,1.05716553136191,1.06778552406754,1.06662042909789,1.07214709760022,1.0827431236406,1.07643786202037,1.07766270791384,1.08253627000687,1.08218420147845,1.07859414073883,1.0773296226225,1.07040976681288,1.05680636883147,1.0820660624887,1.07796920272226,1.09607659802037,1.08934771198059,1.0931675156005,1.08819589865983
1104.5854,1.04645613596257,1.08303829480296,1.08942643956329,1.06420763544105,1.06348231301185,1.05525866170334,1.04344659446115,1.02703666903254,1.02502219755785,1.0201287873722,1.03575515355742,1.01867607241046,1.00089307020881,0.995921458593274,1.01234151368951,0.985526861720762,0.950056979556642,0.930370703271686,0.9435208264998,0.92952295902594
1105.4888,1.08309555618007,1.08071006962721,1.08854409530608,1.06292513439736,1.06740177978912,1.05790569128158,1.04925964363407,1.04341468980177,1.03131585898528,1.00231833234672,0.986145265087444,0.998564507485222,0.973607081405382,0.962227186482773,0.980954547183365,0.994473117926113,0.988368294355365,0.97130009114931,0.989585042909219,0.973702563385556
1106.3937,1.09307392952454,1.06594694195339,1.07361305639498,1.06642602218422,1.06848867946894,1.07336741275648,1.07509085603507,1.06365334633465,1.07192789763128,1.07430185476488,1.07015608639684,1.06153590588365,1.05011835535272,1.03317814949709,1.0366038410612,1.02588075786718,1.04196709572927,1.03190299666527,1.03605269850846,1.0291620471219
1107.2985,1.00443063710555,1.01702240482317,1.03508056536876,1.03226716837226,1.03794130488128,1.0349410747666,1.01660376782302,1.01773774890838,1.03478885890186,1.01309308095951,1.02407305338185,1.00893422784963,1.01189612622006,0.992690633661813,0.996390875331718,1.00132254759843,0.990737638601543,0.97005100143379,0.966264090658961,0.949502501181278
1108.2017,0.995192419817515,0.957019283310248,0.978005154313409,0.947492661157611,0.95666590781655,0.94043112360639,0.934003807694238,0.947036485392405,0.935067491016036,0.890281076721498,0.89298583603208,0.879240566321265,0.881303300671832,0.890988740006464,0.918931063540443,0.922446888215461,0.947066224303038,0.925085047399156,0.956498082710214,0.943863890415882
1109.1063,1.00515703700779,1.02390562386801,1.04227407698601,1.00949105629193,1.01714999270549,1.02306433623689,1.00957930554128,1.0091426688434,1.00769179351074,0.970350201001159,0.969514263656045,0.961070344570112,0.947888844876756,0.957870476718656,0.974724727447688,0.983938529704261,0.96666982160922,0.942577788265337,0.971568559255812,0.955339842505944
1110.0094,0.917989222168992,0.928422946878864,0.941837593177211,0.931210091638207,0.90718334420879,0.905155881110479,0.907958434418644,0.901304773371613,0.909051536252307,0.870587646565965,0.866409156677283,0.850116170678412,0.830055377807435,0.837009196029346,0.846444831240533,0.850007370844987,0.835290518689273,0.812562629571966,0.811187913274611,0.832225262123287
1110.9124,0.818949460277355,0.830835326819209,0.833791925255481,0.832508528067375,0.824689950279171,0.831122605964576,0.830841196615602,0.84028218632098,0.824042389028768,0.835487649032102,0.821199047434264,0.807479901054387,0.786418878468371,0.782512581139075,0.806236510058766,0.80151081002705,0.790200678288233,0.783180614998863,0.779125732644702,0.784180749899174
1111.8152,0.844325847273548,0.846655937711667,0.842101126634222,0.815278143950129,0.812548133408404,0.814314441821199,0.817686633397117,0.821854633705423,0.827424868014639,0.835284816198584,0.84397917930332,0.834177549895057,0.813957150197335,0.828896840359838,0.835426854628441,0.820215074935357,0.816116748909788,0.817617641107045,0.847680899329028,0.855826259563978
1112.718,0.934635627024746,0.889220425624841,0.864478898483133,0.848647605863154,0.84390267124899,0.839199618964738,0.846855672780576,0.84635000593145,0.835703681630927,0.820610550760989,0.800503549615874,0.775117250800579,0.754145043532549,0.735729514225931,0.755081684420649,0.744198223701018,0.764043624544237,0.776267471577885,0.785815559568387,0.785078955702787
1113.6207,0.826939987495128,0.857152666475417,0.845404937124341,0.826779467432083,0.818848906715829,0.810472563605726,0.804591782761478,0.809876024758,0.825442263409323,0.793913127343639,0.787021880233231,0.76614989919722,0.741886047720122,0.729624570353702,0.733781657718381,0.736137163281245,0.703162896459746,0.699511648809255,0.706065746398117,0.702872372343252
1114.5234,0.726917802943277,0.730533576727359,0.762665883167994,0.761888224947228,0.765905453503163,0.748286370436811,0.751104655837836,0.75152477348065,0.747458210927626,0.725584373716033,0.72742189862307,0.724077958235049,0.698813543885172,0.710202869809913,0.719270394609435,0.723459103613431,0.720186316032832,0.687019283522744,0.679564576943098,0.663248278108679
1115.4244,0.843645899976483,0.844451884511325,0.84640517795575,0.834837792571353,0.83065524356843,0.830227731319001,0.82784189943477,0.811295714175312,0.80998868147725,0.768317001780041,0.750103107349996,0.741163837874427,0.723760973781368,0.706207339592157,0.728918097440367,0.740943473561842,0.730947447450185,0.717643710299647,0.717474796029898,0.709078244966601
1116.3269,0.802548109961896,0.756130922054753,0.772417692370394,0.773852227689381,0.775518324450707,0.778360179629996,0.767698758794996,0.77067761165253,0.778569462501493,0.75196482783139,0.747214019213293,0.734863406513865,0.71471276494452,0.688768605180523,0.696920705803812,0.701340829205567,0.730117866515382,0.711229790645803,0.702677813953197,0.691281867094186
1117.2278,0.855355004034102,0.782255871515627,0.78571569880039,0.770611858894628,0.761766671801189,0.752350765278681,0.747804349737788,0.736838630895047,0.744954212869378,0.733393655190088,0.697436015526316,0.670980936746071,0.666505645492586,0.642505646437032,0.639918726419408,0.638640095823497,0.678747121683103,0.664936419415088,0.669976748257097,0.670665140067564
1118.1302,0.958684116075995,0.920871229733792,0.930258550406061,0.908291012618313,0.875747913818475,0.856592103252098,0.856073778990063,0.855686426548781,0.845405100763361,0.82496198482089,0.802095207608954,0.777263492700855,0.74540234667779,0.720934747982605,0.711162973122775,0.692925207390894,0.699703122699505,0.668198991323807,0.665930475388582,0.684450056434622
1119.031,0.747350083156669,0.729100013936737,0.738878005265262,0.732483538594245,0.715358072915618,0.696767121299702,0.701096980229338,0.699191625432876,0.698224705194079,0.666711343692668,0.667470533329328,0.668295687494944,0.669981880875435,0.653721738004987,0.643673200468244,0.670737828036758,0.67870495238762,0.663887454904183,0.663370630795307,0.68041971583838
1119.9316,0.884347893183756,0.928618366608238,0.925375365405803,0.900201828521269,0.871310514480268,0.869066865000521,0.86534677952454,0.849763762048644,0.828094077993225,0.822528601788384,0.790493896365749,0.768325312461591,0.73665244171395,0.715768074436222,0.725950626439564,0.726999049329743,0.676473312541165,0.654501808336893,0.655172402632556,0.667880695457969
1120.8323,0.92561742219734,0.958568118565575,0.972119724536727,0.958426914761107,0.948546842138069,0.923960092435889,0.91065325633667,0.898444244738634,0.911609207027847,0.872140650535232,0.874539508178663,0.842907647192286,0.819841571626776,0.820135056611726,0.825127083466862,0.825509902827459,0.789449558583458,0.758986096614095,0.752040238792894,0.741062013231424
1121.7312,0.993014073123132,1.03426935435285,1.03146603885646,0.994349916895582,0.988017768718272,0.974851744663159,0.960362783070708,0.945533208750778,0.959027982859332,0.950896106013432,0.934803885864246,0.909639977061662,0.880096787531629,0.862175533573253,0.866238231829884,0.861116453350247,0.815371439637488,0.796284963662338,0.815517882148512,0.802662100071094
1122.6317,1.15730874826439,1.14823205906889,1.11667549164171,1.07539090526044,1.08328201026918,1.06798715318802,1.05110282805689,1.0388991964958,1.0399114716744,1.00329972159321,0.974467256913537,0.941603862824063,0.920868934338083,0.904680489572233,0.906340019030744,0.891638881970777,0.874913458013127,0.879138165334733,0.903204067988846,0.869844055816778
1123.5321,1.08838947754429,1.07178905207588,1.07909675260864,1.07181371928386,1.0504572856422,1.05831593972296,1.0572046461813,1.03616605517811,1.03662809225232,1.02484733694811,1.00419632668143,0.982252081288123,0.960267133675461,0.950637650568974,0.94110349018311,0.942315694164777,0.942618425604435,0.922393662424528,0.913883693134356,0.926177090328163
1124.4308,1.12755774904716,1.1815328133641,1.14479351918844,1.10540896882961,1.10656043571005,1.09061533598068,1.09416036373481,1.08845563430389,1.08923823815927,1.08593834929388,1.07032037655992,1.05846828445973,1.02432845269346,1.01973642148227,1.0400303347845,1.04055525365659,0.988484519634502,1.0059189844372,1.03862515323674,1.02854997596698
1125.3311,1.16247756552574,1.16923257494576,1.17923093002991,1.17270324384535,1.1863370325233,1.16482532265514,1.1691309618782,1.15912231963523,1.155307626206,1.13228988404802,1.1096573092475,1.09782779949778,1.09255846586837,1.09330146876706,1.11961792838226,1.12781980441732,1.1191422729729,1.10413488769146,1.10376916610164,1.07470172336677
1126.2297,1.39362713933021,1.39049284492478,1.37958240979737,1.35571974639823,1.32455703186244,1.32075596517579,1.31727875090208,1.30720983515064,1.28159318773487,1.25502411435967,1.24022530331299,1.21585144839184,1.21023228592291,1.21491736968592,1.22831282173147,1.22267447344487,1.2096977446961,1.20252866980064,1.21202150951106,1.24080330170386
1127.1283,1.33293452154395,1.32981081013967,1.33618710230952,1.34685643187451,1.35906233416618,1.36243452537188,1.36474784795903,1.36133075468927,1.36167009798446,1.36316749533585,1.33356993184349,1.32438964719398,1.32583125036453,1.33923449809974,1.35048163823138,1.35606823397071,1.360727062613,1.35744239569049,1.3467638032645,1.32844337125074
1128.0267,1.2820994634627,1.29760251466752,1.32841944776092,1.31366751701573,1.32074686598753,1.3214643617915,1.32735288966633,1.33396492248252,1.359524464766,1.36199491258053,1.36033453792966,1.3670679305604,1.34430739370734,1.35949127606352,1.3696410780469,1.37587306357455,1.37171362168987,1.3483077992987,1.36854775371369,1.36478875984324
1128.9252,1.41245884725463,1.42364021331495,1.43592754037628,1.43118714138887,1.42346806273453,1.41531061611008,1.41785086359248,1.41228310733023,1.41110358608463,1.36771883284665,1.36985099503257,1.39195457957785,1.37775308201155,1.38429623386841,1.38615184831994,1.39480348837046,1.38405006533164,1.36780372347197,1.36602823146722,1.36946198570852
